ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Mileage,Seating Capacity,City
Petrol,SUV,10000,Automatic,1,Hyundai,Hyundai Alcazar,2022,1689999.9999999998,14.2,7.0,Bangalore
Petrol,Hatchback,65484,Manual,3,Maruti,Maruti Alto K10,2016,318000.0,24.39,5.0,Bangalore
Petrol,Hatchback,49174,Manual,1,Maruti,Maruti Baleno,2017,688000.0,21.4,5.0,Bangalore
Petrol,SUV,20000,Manual,1,Volkswagen,Volkswagen Taigun,2022,1300000.0,20.08,5.0,Bangalore
Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i10,2009,265000.0,20.36,5.0,Bangalore
Petrol,Sedan,40000,Automatic,2,Maruti,Maruti Swift Dzire,2018,645000.0,22.0,5.0,Bangalore
Petrol,SUV,30000,Automatic,1,Hyundai,Hyundai Alcazar,2022,2000000.0,14.2,7.0,Bangalore
Petrol,Coupe,50000,Automatic,3,BMW,BMW 3 Series,2007,900000.0,10.9,5.0,Bangalore
Petrol,Hatchback,80000,Manual,1,Maruti,Maruti Swift,2020,620000.0,21.21,5.0,Bangalore
Petrol,SUV,20000,Manual,1,MG,MG Astor,2022,1470000.0,15.43,5.0,Bangalore
Cng,Sedan,70000,Manual,1,Hyundai,Hyundai Accent,2010,220000.00000000003,13.2,5.0,Bangalore
Diesel,Sedan,90000,Automatic,1,Audi,Audi A4,2014,1475000.0,17.11,5.0,Bangalore
Petrol,Hatchback,40000,Manual,1,Renault,Renault KWID,2020,415000.00000000006,21.74,5.0,Bangalore
Petrol,Hatchback,63797,Manual,1,Honda,Honda Jazz,2016,610000.0,18.7,5.0,Bangalore
Petrol,Hatchback,60216,Manual,2,Hyundai,Hyundai Grand i10,2018,560000.0,18.9,5.0,Bangalore
Petrol,Hatchback,10000,Automatic,2,Maruti,Maruti Alto K10,2015,425000.0,23.95,5.0,Bangalore
Petrol,Hatchback,38153,Manual,1,Maruti,Maruti Baleno,2016,686000.0,21.4,5.0,Bangalore
Petrol,Hatchback,76485,Manual,1,Maruti,Maruti Swift,2015,517000.0,22.38,5.0,Bangalore
Petrol,Hatchback,40000,Manual,2,Maruti,Maruti Wagon R,2015,385000.0,20.51,5.0,Bangalore
Petrol,Hatchback,40623,Manual,1,Maruti,Maruti Baleno,2016,675000.0,21.4,5.0,Bangalore
Diesel,Sedan,18000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000.0,19.27,5.0,Bangalore
Petrol,Hatchback,88051,Manual,1,Maruti,Maruti Swift,2014,499000.0,22.38,5.0,Bangalore
Petrol,Hatchback,16522,Manual,1,Maruti,Maruti Swift,2022,774000.0,22.38,5.0,Bangalore
Diesel,SUV,70000,Manual,2,Jeep,Jeep Compass,2019,1475000.0,16.3,5.0,Bangalore
Petrol,Hatchback,80000,Manual,3,Maruti,Maruti Wagon R,2008,240000.0,18.9,5.0,Bangalore
Diesel,SUV,50000,Manual,1,Hyundai,Hyundai Venue,2019,1025000.0,23.7,5.0,Bangalore
Petrol,SUV,10000,Manual,1,Tata,Tata Nexon,2023,1400000.0,17.33,5.0,Bangalore
Petrol,Hatchback,57000,Manual,2,Hyundai,Hyundai EON,2013,285000.0,21.1,5.0,Bangalore
Diesel,SUV,110000,Manual,1,Mahindra,Mahindra XUV500,2016,1000000.0,16.0,7.0,Bangalore
Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Baleno,2019,780000.0,21.4,5.0,Bangalore
Petrol,Hatchback,50000,Manual,2,Maruti,Maruti Swift,2012,475000.0,18.6,5.0,Bangalore
Diesel,SUV,120000,Manual,1,Mahindra,Mahindra XUV300,2019,750000.0,20.0,5.0,Bangalore
Petrol,Hatchback,35469,Manual,1,Hyundai,Hyundai Grand i10,2014,555000.0,18.9,5.0,Bangalore
Petrol,Hatchback,40073,Manual,2,Honda,Honda Jazz,2017,607000.0,18.7,5.0,Bangalore
Petrol,Hatchback,65730,Manual,2,Hyundai,Hyundai Grand i10,2017,513999.99999999994,18.9,5.0,Bangalore
Petrol,Sedan,120000,Manual,2,Maruti,Maruti Baleno,2005,250000.0,15.4,5.0,Bangalore
Petrol,Hatchback,36184,Manual,2,Maruti,Maruti Baleno,2016,705000.0,21.4,5.0,Bangalore
Petrol,Hatchback,69310,Manual,1,Maruti,Maruti Baleno,2016,653000.0,21.4,5.0,Bangalore
Petrol,Sedan,55643,Automatic,1,Honda,Honda City,2015,872000.0000000001,18.0,5.0,Bangalore
Petrol,Hatchback,62803,Automatic,2,Hyundai,Hyundai Grand i10,2017,564000.0,18.9,5.0,Bangalore
Diesel,Hatchback,90000,Manual,2,Volkswagen,Volkswagen Polo,2011,370000.0,22.07,5.0,Bangalore
Petrol,Hatchback,68656,Manual,1,Maruti,Maruti Swift,2015,550000.0,22.38,5.0,Bangalore
Petrol,Hatchback,77501,Manual,3,Honda,Honda Jazz,2016,517000.0,18.7,5.0,Bangalore
Petrol,Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2016,620000.0,20.85,5.0,Bangalore
Petrol,Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2016,620000.0,20.85,5.0,Bangalore
Petrol,Sedan,48325,Automatic,1,Honda,Honda City,2014,750000.0,18.0,5.0,Bangalore
Petrol,SUV,30000,Manual,1,Tata,Tata Nexon,2022,1220000.0,17.57,5.0,Bangalore
Diesel,Hatchback,100000,Automatic,2,Mercedes-Benz,Mercedes-Benz B Class,2013,1350000.0,14.8,5.0,Bangalore
Petrol,Hatchback,69000,Manual,1,Maruti,Maruti Swift,2015,575000.0,22.0,5.0,Bangalore
Diesel,SUV,110000,Manual,1,Jeep,Jeep Compass,2018,1250000.0,17.1,5.0,Bangalore
Petrol,Sedan,50000,Manual,2,Hyundai,Hyundai Verna,2016,868000.0,17.01,5.0,Bangalore
Diesel,MUV,60000,Automatic,1,Kia,Kia Carnival,2020,3000000.0,14.11,8.0,Bangalore
Petrol,Hatchback,20000,Manual,1,Hyundai,Hyundai i20,2021,980000.0000000001,20.0,5.0,Bangalore
Petrol,Hatchback,14999,Automatic,1,Maruti,Maruti Swift,2022,900000.0,22.56,5.0,Bangalore
Petrol,Hatchback,90773,Manual,2,Honda,Honda Jazz,2016,550000.0,18.7,5.0,Bangalore
Diesel,Sedan,90000,Manual,1,Skoda,Skoda Rapid,2012,450000.0,20.5,5.0,Bangalore
Petrol,Hatchback,64917,Manual,2,Maruti,Maruti Swift,2017,610000.0,20.4,5.0,Bangalore
Petrol,Hatchback,70235,Manual,1,Honda,Honda Jazz,2017,543000.0,18.7,5.0,Bangalore
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai i20,2021,980000.0000000001,20.0,5.0,Bangalore
Petrol,Hatchback,78782,Manual,1,Honda,Honda Jazz,2016,535000.0,18.7,5.0,Bangalore
Diesel,SUV,164000,Manual,2,Mahindra,Mahindra XUV500,2014,850000.0,15.1,7.0,Bangalore
Petrol,Sedan,72136,Manual,2,Maruti,Maruti Ciaz,2016,661000.0,20.73,5.0,Bangalore
Petrol,Hatchback,52486,Manual,2,Maruti,Maruti Swift,2015,505000.0,22.38,5.0,Bangalore
Diesel,Sedan,150000,Automatic,1,Skoda,Skoda Laura,2007,450000.0,15.6,5.0,Bangalore
Petrol,SUV,36887,Manual,1,Honda,Honda WR-V,2017,865000.0,17.5,5.0,Bangalore
Petrol,SUV,47962,Manual,1,Hyundai,Hyundai Venue,2019,999000.0,18.27,5.0,Bangalore
Diesel,SUV,135000,Manual,1,Nissan,Nissan Terrano,2014,595000.0,20.45,5.0,Bangalore
Petrol,Sedan,47398,Automatic,2,Skoda,Skoda Superb,2018,2365000.0,14.67,5.0,Bangalore
Petrol,Sedan,50000,Manual,2,Fiat,Fiat Linea,2012,400000.0,14.6,5.0,Bangalore
Diesel,Sedan,100000,Manual,1,Maruti,Maruti Swift Dzire,2012,550000.0,19.3,5.0,Bangalore
Diesel,SUV,55000,Automatic,1,BMW,BMW X4,2020,6050000.0,14.71,5.0,Bangalore
Diesel,SUV,110000,Automatic,2,BMW,BMW X3,2011,1600000.0,16.55,5.0,Bangalore
Petrol,Hatchback,90000,Automatic,3,Volkswagen,Volkswagen Polo,2013,520000.0,17.21,5.0,Bangalore
Petrol,Hatchback,116624,Manual,1,Maruti,Maruti Baleno,2016,616000.0,21.4,5.0,Bangalore
Petrol,Sedan,54561,Manual,2,Maruti,Maruti Ciaz,2019,795000.0,21.56,5.0,Bangalore
Diesel,MUV,120000,Manual,2,Toyota,Toyota Innova,2013,1275000.0,12.99,7.0,Bangalore
Petrol,Hatchback,65072,Manual,1,Honda,Honda Jazz,2016,624000.0,18.7,5.0,Bangalore
Petrol,Hatchback,133532,Manual,1,Hyundai,Hyundai Grand i10,2017,549000.0,18.9,5.0,Bangalore
Diesel,MUV,120000,Manual,3,Toyota,Toyota Innova,2010,760000.0,11.4,7.0,Bangalore
Petrol,Sedan,39886,Manual,1,Maruti,Maruti Swift Dzire,2013,524000.0,22.41,5.0,Bangalore
Diesel,SUV,80000,Manual,1,Mahindra,Mahindra XUV500,2019,1650000.0,15.1,7.0,Bangalore
Diesel,Hatchback,56976,Manual,2,Maruti,Maruti Swift,2015,583000.0,25.2,5.0,Bangalore
Petrol,Sedan,68303,Manual,2,Volkswagen,Volkswagen Vento,2020,1147000.0,17.69,5.0,Bangalore
Petrol,Hatchback,80000,Automatic,2,Mini,Mini Cooper,2013,1750000.0,13.6,4.0,Bangalore
Diesel,Sedan,54000,Automatic,1,Skoda,Skoda Rapid,2016,825000.0,21.72,5.0,Bangalore
Diesel,SUV,98500,Automatic,1,Land Rover,Land Rover Discovery Sport,2016,3150000.0,12.51,7.0,Bangalore
Petrol,Hatchback,72348,Manual,1,Volkswagen,Volkswagen Polo,2018,755000.0,16.2,5.0,Bangalore
Petrol,SUV,70000,Manual,1,Hyundai,Hyundai Creta,2015,875000.0,13.0,5.0,Bangalore
Petrol,Hatchback,62696,Manual,1,Volkswagen,Volkswagen Polo,2021,855000.0000000001,17.74,5.0,Bangalore
Diesel,SUV,174000,Automatic,3,Toyota,Toyota Fortuner,2014,1845000.0,12.55,7.0,Bangalore
Petrol,Hatchback,65000,Manual,1,Hyundai,Hyundai Grand i10,2016,525000.0,18.9,5.0,Bangalore
Petrol,Hatchback,36000,Automatic,1,Hyundai,Hyundai Grand i10,2017,650000.0,18.9,5.0,Bangalore
Diesel,MUV,199000,Manual,2,Toyota,Toyota Innova,2011,950000.0,12.8,7.0,Bangalore
Petrol,Sedan,71905,Automatic,1,Honda,Honda City,2018,846000.0000000001,18.0,5.0,Bangalore
Petrol,Hatchback,69748,Manual,2,Maruti,Maruti Swift,2013,424000.0,22.38,5.0,Bangalore
Petrol,Hatchback,44000,Manual,1,Maruti,Maruti Alto,2008,210000.0,19.7,5.0,Bangalore
Petrol,Sedan,17875,Manual,2,Toyota,Toyota Yaris,2021,959000.0,17.1,5.0,Bangalore
Petrol,SUV,95678,Manual,1,Renault,Renault Duster,2020,889000.0,16.42,5.0,Bangalore
Petrol,SUV,12003,Automatic,1,Renault,Renault Kiger,2022,850000.0,19.03,5.0,Bangalore
Diesel,SUV,114427,Manual,2,Ford,Ford Ecosport,2018,836000.0,23.0,5.0,Bangalore
Petrol,SUV,20000,Automatic,1,Renault,Renault Kiger,2022,660000.0,19.03,5.0,Bangalore
Petrol,Hatchback,64655,Manual,1,Honda,Honda Brio,2012,334000.0,19.4,5.0,Bangalore
Petrol,SUV,46456,Manual,1,Mahindra,Mahindra KUV 100,2018,594000.0,18.15,6.0,Bangalore
Petrol,SUV,20000,Automatic,1,Renault,Renault Kiger,2021,991000.0,18.24,5.0,Bangalore
Diesel,SUV,50000,Manual,1,Jeep,Jeep Compass,2018,1450000.0,17.1,5.0,Bangalore
Diesel,Sedan,90000,Manual,4,Volkswagen,Volkswagen Vento,2011,219000.0,20.54,5.0,Bangalore
Diesel,SUV,20000,Manual,1,Hyundai,Hyundai Venue,2022,1285000.0,18.9,5.0,Bangalore
Petrol,SUV,27000,Automatic,1,Volvo,Volvo XC40,2021,4195000.0,18.9,5.0,Bangalore
Diesel,MUV,150000,Manual,3,Toyota,Toyota Innova,2008,455000.0,12.8,8.0,Bangalore
Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Baleno,2022,825000.0,22.35,5.0,Bangalore
Petrol,Sedan,40000,Manual,1,Honda,Honda City,2018,825000.0,17.4,5.0,Bangalore
Diesel,SUV,40000,Manual,1,Ford,Ford Ecosport,2020,919999.9999999999,23.0,5.0,Bangalore
Diesel,Sedan,20000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000.0,19.27,5.0,Bangalore
Diesel,SUV,91598,Manual,2,Ford,Ford Ecosport,2017,729000.0,22.77,5.0,Bangalore
Petrol,Hatchback,57521,Manual,1,Maruti,Maruti Celerio,2015,432000.0,25.24,5.0,Bangalore
Diesel,SUV,100000,Manual,1,Renault,Renault Duster,2016,700000.0,19.87,5.0,Bangalore
Petrol,Sedan,7598,Manual,1,Hyundai,Hyundai Verna,2021,1499000.0,17.7,5.0,Bangalore
Petrol,SUV,38520,Manual,1,Renault,Renault Duster,2017,762000.0,13.06,5.0,Bangalore
Petrol,SUV,20000,Manual,1,MG,MG Astor,2022,1625000.0,15.43,5.0,Bangalore
Diesel,SUV,110455,Manual,2,Renault,Renault Duster,2014,632000.0,20.45,5.0,Bangalore
Petrol,SUV,26901,Automatic,1,Hyundai,Hyundai Venue,2020,1218000.0,18.15,5.0,Bangalore
Petrol,Hatchback,65376,Automatic,1,Hyundai,Hyundai Grand i10,2017,524000.0,18.9,5.0,Bangalore
Diesel,SUV,28177,Manual,3,Mahindra,Mahindra XUV500,2018,1405000.0,15.1,7.0,Bangalore
Petrol,SUV,10000,Manual,1,Kia,Kia Sonet,2022,1390000.0,18.2,5.0,Bangalore
Petrol,SUV,30000,Automatic,1,MG,MG Hector,2021,1889999.9999999998,18.9,5.0,Bangalore
Petrol,SUV,27000,Automatic,1,Hyundai,Hyundai Creta,2018,1275000.0,13.0,5.0,Bangalore
Petrol,Hatchback,90000,Automatic,3,Hyundai,Hyundai i10,2010,275000.0,19.2,5.0,Bangalore
Petrol,Sedan,20000,Manual,1,Honda,Honda City,2022,1125000.0,17.4,5.0,Bangalore
Petrol,Sedan,82998,Automatic,1,Honda,Honda City,2016,650000.0,18.0,5.0,Bangalore
Petrol,Sedan,110000,Automatic,3,Audi,Audi A4,2010,700000.0,12.3,5.0,Bangalore
Petrol,Sedan,14500,Manual,1,Honda,Honda City,2019,1100000.0,17.14,5.0,Bangalore
Diesel,Sedan,120000,Manual,3,Mahindra,Mahindra Verito,2016,260000.0,21.03,5.0,Bangalore
Petrol,Hatchback,68000,Automatic,2,Hyundai,Hyundai i10,2010,395000.0,19.2,5.0,Bangalore
Petrol,Sedan,25887,Manual,1,Hyundai,Hyundai Xcent,2019,681000.0,20.14,5.0,Bangalore
Petrol,Hatchback,74094,Manual,1,Maruti,Maruti S-Presso,2020,405000.0,21.7,5.0,Bangalore
Petrol,Hatchback,40000,Automatic,1,Honda,Honda Jazz,2018,765000.0,19.0,5.0,Bangalore
Diesel,Hatchback,91045,Manual,1,Maruti,Maruti Ritz,2014,487000.0,23.2,5.0,Bangalore
Diesel,SUV,80033,Manual,1,Mahindra,Mahindra XUV500,2018,1474000.0,15.1,7.0,Bangalore
Diesel,SUV,70000,Automatic,2,Mahindra,Mahindra XUV500,2017,1340000.0,16.0,7.0,Bangalore
Petrol,MUV,13957,Automatic,1,Renault,Renault Triber,2021,770000.0,18.2,7.0,Bangalore
Petrol,Hatchback,34140,Automatic,2,Maruti,Maruti Baleno,2018,818000.0,21.4,5.0,Bangalore
Petrol,SUV,20056,Manual,1,Ford,Ford Ecosport,2017,724000.0,17.0,5.0,Bangalore
Petrol,Hatchback,38233,Automatic,3,Maruti,Maruti Celerio,2016,468000.0,26.0,5.0,Bangalore
Petrol,Sedan,100000,Manual,1,Volkswagen,Volkswagen Jetta,2013,500000.0,14.69,5.0,Bangalore
Diesel,SUV,50000,Manual,2,Ford,Ford Ecosport,2016,600000.0,22.77,5.0,Bangalore
Diesel,SUV,70000,Manual,2,Mahindra,Mahindra XUV500,2017,1350000.0,16.0,7.0,Bangalore
Petrol,Hatchback,44000,Manual,1,Hyundai,Hyundai Grand i10,2016,525000.0,18.9,5.0,Bangalore
Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai Getz,2006,175000.0,15.3,5.0,Bangalore
Petrol,Sedan,30000,Automatic,1,Maruti,Maruti Ciaz,2016,725000.0,19.12,5.0,Bangalore
Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai Grand i10,2018,550000.0,18.9,5.0,Bangalore
Petrol,Hatchback,98000,Manual,1,Maruti,Maruti Swift,2019,650000.0,22.0,5.0,Bangalore
Petrol,Hatchback,47000,Automatic,1,Honda,Honda Jazz,2017,775000.0,18.2,5.0,Bangalore
Petrol,Sedan,70000,Manual,1,Hyundai,Hyundai Verna,2019,900000.0,17.0,5.0,Bangalore
Petrol,Hatchback,16998,Manual,1,Maruti,Maruti Alto 800,2020,408000.0,22.05,5.0,Bangalore
Petrol,Hatchback,15256,Automatic,1,Hyundai,Hyundai Grand i10,2017,642000.0,18.9,5.0,Bangalore
Petrol,Sedan,70000,Manual,1,Hyundai,Hyundai Verna,2019,900000.0,17.0,5.0,Bangalore
Petrol,Hatchback,4495,Automatic,1,Datsun,Datsun RediGO,2020,521000.0,22.5,5.0,Bangalore
Petrol,MUV,34561,Manual,1,Renault,Renault Triber,2020,695000.0,20.0,7.0,Bangalore
Petrol,Hatchback,40000,Manual,2,Maruti,Maruti Alto K10,2018,390000.0,23.95,5.0,Bangalore
Petrol,Hatchback,142135,Manual,1,Tata,Tata Tiago,2016,429000.0,23.84,5.0,Bangalore
Petrol,Sedan,120000,Manual,1,Ford,Ford Aspire,2021,520000.0,18.5,5.0,Bangalore
Petrol,Hatchback,9553,Automatic,1,Maruti,Maruti Wagon R,2019,625000.0,20.52,5.0,Bangalore
Petrol,Hatchback,7600,Manual,1,Renault,Renault KWID,2022,601000.0,21.46,5.0,Bangalore
Diesel,SUV,120000,Manual,1,Jeep,Jeep Compass,2017,1300000.0,17.1,5.0,Bangalore
Petrol,Hatchback,20000,Automatic,1,Hyundai,Hyundai Grand i10,2017,645000.0,18.9,5.0,Bangalore
Diesel,SUV,120000,Automatic,2,Audi,Audi Q7,2013,1975000.0,12.07,7.0,Bangalore
Petrol,Hatchback,45578,Manual,1,Hyundai,Hyundai i20,2016,695000.0,18.6,5.0,Bangalore
Petrol,Sedan,100000,Manual,1,Volkswagen,Volkswagen Jetta,2013,500000.0,14.69,5.0,Bangalore
Diesel,Sedan,100000,Automatic,2,BMW,BMW 3 Series,2014,1644000.0000000002,22.69,5.0,Bangalore
Petrol,SUV,42000,Manual,1,Ford,Ford Ecosport,2019,894999.9999999999,17.0,5.0,Bangalore
Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai i10,2013,350000.0,20.36,5.0,Bangalore
Diesel,Sedan,70000,Manual,1,Hyundai,Hyundai Verna,2012,550000.0,22.32,5.0,Bangalore
Diesel,SUV,100000,Automatic,3,Ford,Ford Endeavour,2010,750000.0,11.4,7.0,Bangalore
Petrol,Hatchback,16306,Manual,1,Maruti,Maruti Ignis,2017,581000.0,20.89,5.0,Bangalore
Petrol,Hatchback,25086,Manual,3,Maruti,Maruti Wagon R,2020,513000.0,20.52,5.0,Bangalore
Petrol,Hatchback,54845,Manual,1,Maruti,Maruti Baleno,2017,650000.0,21.01,5.0,Bangalore
Diesel,Hatchback,35642,Manual,1,Ford,Ford Freestyle,2020,806000.0,24.4,5.0,Bangalore
Petrol,Hatchback,22173,Automatic,1,Maruti,Maruti Baleno,2016,725000.0,21.4,5.0,Bangalore
Diesel,Sedan,50000,Automatic,1,BMW,BMW 5 Series,2018,4950000.0,17.42,5.0,Bangalore
Petrol,Hatchback,67790,Manual,1,Hyundai,Hyundai Grand i10,2014,426000.0,18.9,5.0,Bangalore
Petrol,Hatchback,38000,Manual,1,Maruti,Maruti Alto K10,2019,484999.99999999994,23.95,5.0,Bangalore
Petrol,Hatchback,49713,Manual,2,Honda,Honda Brio,2012,351000.0,19.4,5.0,Bangalore
Petrol,Hatchback,10002,Manual,1,Renault,Renault KWID,2021,490000.00000000006,21.46,5.0,Bangalore
Diesel,SUV,46706,Manual,1,Mahindra,Mahindra XUV500,2017,1495000.0,16.0,7.0,Bangalore
Diesel,Hatchback,90000,Manual,2,Maruti,Maruti Swift,2014,509999.99999999994,25.2,5.0,Bangalore
Diesel,SUV,106000,Automatic,1,BMW,BMW X3,2016,2750000.0,18.56,5.0,Bangalore
Petrol,Hatchback,55833,Automatic,1,Volkswagen,Volkswagen Polo,2017,1025000.0,17.21,5.0,Bangalore
Diesel,SUV,46716,Automatic,2,Audi,Audi Q3,2015,2345000.0,15.73,5.0,Bangalore
Diesel,Sedan,54000,Manual,1,Skoda,Skoda Rapid,2016,825000.0,21.13,5.0,Bangalore
Diesel,SUV,68000,Manual,2,Ford,Ford Ecosport,2016,675000.0,21.7,5.0,Bangalore
Diesel,Hatchback,113348,Manual,3,Ford,Ford Figo,2010,190000.0,20.0,5.0,Bangalore
Diesel,Sedan,134000,Automatic,1,Audi,Audi A6,2014,890000.0,17.68,5.0,Bangalore
Petrol,SUV,20000,Automatic,1,Renault,Renault Kiger,2022,823000.0,19.03,5.0,Bangalore
Petrol,Hatchback,52311,Manual,1,Maruti,Maruti Swift,2014,554000.0,22.38,5.0,Bangalore
Petrol,Sedan,59514,Manual,1,Maruti,Maruti Swift Dzire,2014,499000.0,22.41,5.0,Bangalore
Petrol,SUV,10000,Automatic,1,Renault,Renault Kiger,2022,815000.0,19.03,5.0,Bangalore
Petrol,Hatchback,36743,Manual,1,Maruti,Maruti Baleno,2020,719000.0,21.01,5.0,Bangalore
Petrol,Hatchback,83046,Manual,1,Maruti,Maruti Celerio,2015,372000.0,25.24,5.0,Bangalore
Petrol,Hatchback,10000,Automatic,1,Maruti,Maruti Celerio,2018,515000.00000000006,23.1,5.0,Bangalore
Petrol,Hatchback,59420,Manual,2,Honda,Honda Jazz,2016,554000.0,18.7,5.0,Bangalore
Petrol,Sedan,4545,Manual,1,Tata,Tata Tigor,2023,700000.0,20.3,5.0,Bangalore
Petrol,Hatchback,70404,Manual,1,Maruti,Maruti Swift,2011,409999.99999999994,22.38,5.0,Bangalore
Petrol,Sedan,39725,Manual,1,Maruti,Maruti Ciaz,2016,685000.0,20.73,5.0,Bangalore
Petrol,Sedan,10000,Automatic,1,BMW,BMW 3 Series,2022,5500000.0,16.13,5.0,Bangalore
Diesel,SUV,10000,Automatic,1,Kia,Kia Seltos,2022,1800000.0,17.8,5.0,Bangalore
Petrol,Hatchback,60000,Manual,2,Maruti,Maruti Wagon R,2006,180000.0,18.9,5.0,Bangalore
Petrol,SUV,50000,Manual,2,Ford,Ford Ecosport,2018,765000.0,17.0,5.0,Bangalore
Petrol,SUV,10000,Manual,1,MG,MG Hector,2023,1950000.0,13.79,5.0,Bangalore
Petrol,Sedan,50000,Manual,3,Hyundai,Hyundai Elantra,2013,491000.0,16.3,5.0,Bangalore
Diesel,SUV,23272,Manual,1,Ford,Ford Ecosport,2021,1175000.0,21.7,5.0,Bangalore
Petrol,SUV,8407,Manual,1,Ford,Ford Ecosport,2020,999000.0,15.9,5.0,Bangalore
Petrol,Hatchback,50000,Automatic,1,Maruti,Maruti Swift,2018,715000.0,21.21,5.0,Bangalore
Diesel,Sedan,10000,Automatic,1,Audi,Audi A4,2018,3400000.0,18.25,5.0,Bangalore
Petrol,SUV,14881,Automatic,1,Hyundai,Hyundai Creta,2021,1779000.0,18.9,5.0,Bangalore
Petrol,Hatchback,54305,Manual,1,Hyundai,Hyundai i20,2012,404000.0,18.5,5.0,Bangalore
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2016,358000.0,19.81,5.0,Bangalore
Petrol,Hatchback,64998,Automatic,1,Maruti,Maruti Ignis,2017,581000.0,20.89,5.0,Bangalore
Petrol,Hatchback,75940,Manual,1,Hyundai,Hyundai i20,2015,630000.0,18.6,5.0,Bangalore
Petrol,Hatchback,25639,Manual,1,Honda,Honda Jazz,2016,560000.0,18.7,5.0,Bangalore
Diesel,SUV,44107,Manual,1,Mahindra,Mahindra XUV500,2019,1551000.0,15.1,7.0,Bangalore
Petrol,Sedan,60000,Manual,2,Hyundai,Hyundai Verna,2014,525000.0,17.01,5.0,Bangalore
Petrol,Hatchback,41594,Manual,1,Maruti,Maruti Celerio,2018,501000.0,23.1,5.0,Bangalore
Petrol,Hatchback,24786,Automatic,2,Maruti,Maruti Wagon R,2020,617000.0,20.52,5.0,Bangalore
Petrol,Hatchback,56000,Manual,1,Maruti,Maruti Alto K10,2017,365000.0,23.95,5.0,Bangalore
Petrol,Sedan,90000,Automatic,1,Honda,Honda City,2018,994999.9999999999,18.3,5.0,Bangalore
Petrol,Hatchback,31000,Manual,2,Hyundai,Hyundai i20,2019,775000.0,18.6,5.0,Bangalore
Diesel,SUV,30000,Automatic,2,Jaguar,Jaguar F-Pace,2018,4700000.0,16.38,5.0,Bangalore
Petrol,Sedan,36000,Manual,1,Hyundai,Hyundai Verna,2017,770000.0,17.7,5.0,Bangalore
Petrol,Hatchback,19065,Manual,1,Maruti,Maruti Swift,2018,725000.0,22.0,5.0,Bangalore
Petrol,Hatchback,30538,Automatic,1,Honda,Honda Jazz,2019,840000.0,18.2,5.0,Bangalore
Petrol,Hatchback,48891,Manual,2,Hyundai,Hyundai i20,2018,799000.0,18.6,5.0,Bangalore
Petrol,Hatchback,60000,Automatic,2,Mercedes-Benz,Mercedes-Benz A Class,2014,1380000.0,15.5,5.0,Bangalore
Petrol,Hatchback,26676,Manual,1,Maruti,Maruti Swift,2018,696000.0,22.0,5.0,Bangalore
Petrol,Hatchback,35647,Manual,1,Maruti,Maruti Swift,2015,576000.0,22.38,5.0,Bangalore
Petrol,Hatchback,63825,Manual,1,Toyota,Toyota Glanza,2020,721000.0,22.35,5.0,Bangalore
Petrol,Sedan,31346,Manual,2,Honda,Honda City,2018,994999.9999999999,17.4,5.0,Bangalore
Petrol,Hatchback,79349,Manual,2,Hyundai,Hyundai i20,2015,594000.0,18.6,5.0,Bangalore
Diesel,SUV,88203,Manual,1,Mahindra,Mahindra XUV500,2015,927000.0,15.1,7.0,Bangalore
Diesel,SUV,37370,Automatic,1,Audi,Audi Q3,2018,3275000.0,15.17,5.0,Bangalore
Petrol,Hatchback,52228,Manual,1,Maruti,Maruti Wagon R,2015,426000.0,20.51,5.0,Bangalore
Diesel,SUV,70000,Automatic,1,Hyundai,Hyundai Creta,2015,1100000.0,17.01,5.0,Bangalore
Petrol,SUV,40542,Manual,1,Nissan,Nissan Magnite,2022,905000.0000000001,20.0,5.0,Bangalore
Petrol,SUV,47936,Automatic,1,Renault,Renault Duster,2019,848000.0,14.99,5.0,Bangalore
Petrol,SUV,10000,Manual,3,Maruti,Maruti Gypsy,1995,400000.0,18.9,6.0,Bangalore
Diesel,Sedan,70000,Automatic,2,Skoda,Skoda Superb,2008,575000.0,11.9,5.0,Bangalore
Petrol,Sedan,110000,Manual,5,Honda,Honda City,2013,400000.0,16.8,5.0,Bangalore
Petrol,SUV,10000,Manual,3,Maruti,Maruti Gypsy,1995,400000.0,18.9,8.0,Bangalore
Petrol,SUV,45000,Manual,2,Hyundai,Hyundai Creta,2016,894999.9999999999,15.29,5.0,Bangalore
Petrol,SUV,20469,Manual,1,Hyundai,Hyundai Venue,2019,1099000.0,18.27,5.0,Bangalore
Petrol,Hatchback,60000,Manual,1,Hyundai,Hyundai i20,2011,425000.0,17.0,5.0,Bangalore
